Rule Title,Rule Description,Fine Amount
13.,"section 18 of the principal enactment is hereby amended as follows : (1) by the re-numbering of that section as subsection (1) thereof ; (2) in the re-numbered subsection (1) of that section by the substitution for all the words from the commissioner to the end of that section, of the words the owner shall report such fact to the commissioner-general within fourteen days and shall also forward the certificate of registration to him and the commissioner-general shall cancel the registration of such motor vehicle ; (3) by the repeal of the proviso to subsection(1) ; (4) by the insertion, immediately after subsection (1) of that section, of the following subsections which amendment of section 18 of the principal enactment. 13 motor traffic (amendment) act, no. 8 of 2009 shall have effect as subsections (2), (3), (4), (5) (6) and (7) thereof : (2) the commissioner-general may for reasons to be recorded, of his own motion, cancel the registration of a motor vehicle, (a) if he has reason to believe (i) that it has been manufactured, assembled, fabricated, innovated, adapted, modified, or its construction changed, illegally or otherwise than in conformity with the prototype approved by the commissioner- general ; (ii) that it has been assembled otherwise than with branded new parts or without the permission of the manufacturer of those parts; (iii) that it is mechanically defective; (iv) that it fails to comply with prescribed standards of safety; (v) that it is stolen ; (vi) that the identity of the vehicle is false; (vii) that the chassis number has been tampered with; (viii) that the applicant for registration of the vehicle has failed to furnish particulars of a previous registration if any; (ix) that the applicant has furnished inaccurate particulars in the application for registration of the vehicle; or motor traffic (amendment) act, no. 8 of 2009 14 (x) that the vehicle has been imported with forged documents or that the application for registration contains a forged signature or is accompanied by forged documents; (b) where the motor vehicle comprises features which (i) are not in accordance with the particulars contained in the application; (ii) are not in his opinion roadworthy or which by reason of its design, construction or any condition thereof or any equipment thereof, are not in compliance with the provisions of this act; (iii) require the prior written approval of the commissioner-general for the import thereof and has been imported without obtaining such approval; (iv) have been manufactured, assembled, fabricated, adapted, modified or the construction of which has been changed in any manner, without the prior written approval of the commissioner-general; (v) the registered owner thereof is dead, or cannot be found or that such vehicle has ceased to be a motor vehicle ; or (c) the registration of such motor vehicle has been obtained on the basis of documents which were , or by representation of facts which was, false in any material particular, 15 motor traffic (amendment) act, no. 8 of 2009 or the engine number or the chassis number embossed thereon are different from such number entered in the certificate of registration, after giving the owner an opportunity to make such representation as he may wish to make (by sending to the owner a notice by registered post to his address entered in the certificate of registration). (3) the commissioner - general shall, on receiving evidence or information to the effect that a motor vehicle has not been issued a revenue license for two consecutive years and has not been issued a certificate of non-user issued by the licensing authority for that period, forthwith require the registered owner to produce a valid revenue license or such certificate of non-user issued by the licensing authority and surrender the certificate of registration within a period of one month. if the owner fails to produce the revenue license or such certificate of non-user referred to in this section, the commissioner - general shall cancel the registration of such motor vehicle. (4) the commissioner - general may order the examination of any vehicle, and if upon such examination and after giving the owner an opportunity to make any representation he may wish to make (by sending to the owner a notice by registered post to his address entered in the certificate of registration) he is satisfied that the vehicle is in such a condition that it is incapable of being used or its use in a public place would constitute a danger to the public and that it is beyond reasonable repair, he shall order that the vehicle be written off and shall cancel the registration of such motor vehicle. motor traffic (amendment) act, no. 8 of 2009 16 (5) if a motor vehicle is declared unroadworthy consequent to an accident or other circumstance the commissioner- general shall suspend the registration of such motor vehicle: provided however, that if on application made thereafter by the registered owner, in a prescribed form together with the prescribed fee, the commissioner - general is satisfied that the vehicle has been made roadworthy and that it complies with the provisions of this act and regulations made thereunder, he may remove the suspension. (6) where the registration of a motor vehicle has been cancelled under paragraph (b) of subsection (2) or where the identity of the vehicle or the identity of the owner of such vehicle is in question, such vehicle may be considered for re- registration under this part, provided that (a) the owner complies with the provisions of this act and regulations made thereunder ; and (b) the vehicle is inspected by an officer authorized for the purpose by the commissioner-general, and an endorsement to the effect that the owner has complied with the provisions of this act is made on the certificate of registration. (7) upon the cancellation of the registration of a motor vehicle, the registered owner shall cease to use such vehicle and shall return the identification plate to the commissioner - general within seven days from the date of being notified of such cancellation. (8) (a) the commissioner - general shall maintain a register of written off vehicles in accordance with the prescribed procedure, wherein 17 motor traffic (amendment) act, no. 8 of 2009 information regarding motor vehicles that are written off, is entered. such register shall be made available for inspection by the public during office hours. (b) entries in the register of written off vehicles may be made, amended and removed only in accordance with regulations made hereunder. (9) for the purposes of subsections (7) and (8) a motor vehicle shall be written off only if,  (a) the vehicle has been damaged by collision, fire, flood, accident, trespass or other event or circumstances ; and (b) the insurer of the vehicle or, if there is no insurer, the registered owner of the vehicle makes a determination that the extent of the damage is such that the vehicles fair salvage value plus the cost of repairing it for use on a road or road related area would be more than its fair market value immediately before the event or circumstances that caused the damage. (10) an insurer of a vehicle referred to in sub- section (a) is taken to have made a determination under paragraph (b) of subsection (9) if the insurer (a) allows a claim for the full insured value of the vehicle ; or (b) disposes of the vehicle to a third party. (11) a registered owner of a vehicle referred to in subsection (9) (b) is taken to have made a determination under that section if the registered owner disposes of the vehicle to a motor wrecker. motor traffic (amendment) act, no. 8 of 2009 18 (12) the commissioner general shall ensure that a person who notifies the commissioner general of a written-off vehicle, or who applies for an entry on the register of written-off vehicles to be amended or removed, is informed at the time of notification or application (as the case requires) that any information given or document submitted in connection with the notification or application, or a copy of such document, may be disclosed or used for investigation, law enforcement and allied purposes. (13) the minister may make regulations regarding the disposal of written off vehicles, and the records to be kept in that regard. (14) any person who contravenes any provision of this section shall on conviction be liable to a fine not less than ten thousand rupees and not exceeding twenty thousand rupees and on a second or subsequent conviction to a fine not less than twenty thousand rupees and not exceeding thirty thousand rupees..",10000.0
14.,"the following new section is hereby inserted immediately after section 18a in the principal enactment and shall have effect as section 18b of that enactment : 18b. any person who  (a) fraudulently uses or allows any other person to use ; or (b) imitates, alters, mutilates, defaces, or destroys a certificate of registration of a motor vehicle, shall be guilty of an offence and shall on conviction be liable to a fine not less than fifteen thousand rupees and not exceeding twenty five thousand rupees and on a second or insertion of new section 18b in the principal enactment. penalty for fraudulently using or mutilating etc. of certificate of registration. 19 motor traffic (amendment) act, no. 8 of 2009 subsequent conviction to a fine not less than thirty thousand rupees and not exceeding fifty thousand rupees or to imprisonment for a term not exceeding three months or to both such fine and imprisonment..",15000.0
15. section 19 of the principal enactment is hereby,"amended as follows : (1) by the re-numbering of subsections (2) and (3) of that section as subsections (3) and (4) thereof; (2) by the insertion immediately after subsection (1) of that section of the following subsection which shall have effect as subsection (2) thereof: (2) in particular and without prejudice to the generality of the foregoing provisions, the minister may make regulations  (a) to regulate the width, height, wheel base, length and overhang of vehicles and trailers and the load carried thereon, the diameter of wheels and the width, nature and condition of tyres of such vehicles and trailers and to prohibit the use of any tyres likely to cause damage to the roads ; (b) to prohibit excessive noise from warning devices, noise emitted from engine exhaust and noise due to the design or condition of the motor vehicle or the loading thereof ; (c) to regulate the maximum unladen and laden weight of vehicles and trailers and the maximum axle load to be transmitted to the road or any specified area thereof by a motor vehicle of any class or description or by any amendment of section 19 of the principal enactment. motor traffic (amendment) act, no. 8 of 2009 20 part or parts of such a vehicle in contact with the road and the conditions under which such weights may be required to be tested ; (d) to prescribe the particulars to be marked on vehicles and trailers ; (e) to specify the number and nature of springs and brakes on vehicles and trailers and to ensure that springs, brakes, silencers, emission, light, weight and steering gear shall be efficient and kept in proper working order and for empowering any person or classes of persons designated, named or described in such regulations to test and inspect any such springs, brakes, silencers, emission, light, weight and steering gear on a road or, subject to the consent of the occupier of any premises, on any such premises; (f) to regulate the appliances to be fitted for signalling the approach of a vehicle or enabling the driver of a motor vehicle to become aware of the approach of another vehicle from the rear or for intimating any intended change of speed or direction of a motor vehicle and to regulate or to prohibit the use of any such appliances and to ensure that they shall be kept efficient and in proper working order ; (g) to regulate the lights to be installed in vehicles and trailers whether in respect of the nature of such lights, the positions in which they shall be fixed and the periods during which they shall be kept lighted or otherwise ; (h) to prescribe the safety equipment to be installed in vehicles ; 21 motor traffic (amendment) act, no. 8 of 2009 (i) to control, in connection with the use of a motor vehicle, the emission of smoke, oily substance, ashes, water, steam, visible vapour, noxious fumes, sparks, cinders, gas or grit ; (l) to regulate the towing or drawing of motor vehicles by motor vehicles and the manner of attachments used therefor ; (k) to prohibit in connection with the use of a motor vehicle the use of any appliances or the commission of any act which is likely to cause annoyance or danger to other users of the road or its vicinity ; (l) to regulate the number of trailers that may be attached in train to any motor vehicle, the manner of attachment and the manner in which trailers shall be kept under control and the maximum weight thereof ; (m) to prescribe the number of persons to be employed in driving or attending to motor vehicles or trailers and to regulate the duties and conduct of such persons ; (n) to prescribe a maximum speed for motor vehicles of any class or description and to provide for exemption in special cases ; and prescribe the procedure of ascertaining the speed by the use of radar detectors and laser speed guns and photographic detection devices ; for the purposes of this paragraph different speeds may be prescribed as the maximum speed of a motor vehicle or class of motor vehicles in respect of a road or part of a road or a road in any area; motor traffic (amendment) act, no. 8 of 2009 22 (o) to regulate or prohibit either generally or in specified areas or roads and either at all times or between specified hours, the use of horns or other warning appliances, and different rules may be made in respect of different classes or description of motor vehicles or in respect of the same class or description of vehicles in different circumstances ; (p) to prescribe the degree of transmission of light into a motor vehicle and the procedure for determining the intensity of light penetration ; (q) to specify the standards of emission of air pollutants ; (r) to regulate the installation of catalytic converters in any prescribed class of vehicles ; (s) to regulate the transport of chemicals, gas or other dangerous goods ; (t) to prohibit any class or classes or types of motor vehicles using the expressway or any road ; and (u) to prescribe procedures for de-registering of motor vehicles (cancellation from the register) and the fees to be charged therefor..",1.0
16.,"the following new sections are hereby inserted immediately after section 19 of the principal enactment and shall have effect as sections 19a, 19b and 19c of that enactment: 19a. (1) no person shall fabricate, manufacture, assemble, innovate, adapt, modify or change the construction of a motor vehicle in sri lanka except with the prior written approval of the commissioner-general. insertion of new sections 19a, 19b and 19c in the principal enactment. no person to fabricate, manufacture  c., motor vehicle except with permission of commissioner- general. 23 motor traffic (amendment) act, no. 8 of 2009 (2) the commissioner - general may upon application made in the prescribed form and on payment of the prescribed fee, grant approval to such applicant to manufacture, assemble, fabricate, innovate, adapt, modify or change the construction of a motor vehicle as the case may be, subject to compliance by the applicant with terms and conditions which the commissioner-general may specify by notice in writing, prior to the grant of such approval. (3) terms and conditions specified by notice under subsection (2), may include a requirement that the applicants facility for manufacturing, assembling, fabricating, innovating, adapting, modifying or changing the construction of a motor vehicle as the case may be shall conform to specifications set out in such notice. (4) the commissioner-general shall refuse to grant the written approval referred to in subsection (1), where he is satisfied that the applicant has not complied with any term or condition specified under subsection (2). written notice of such refusal shall be given to the applicant. (5) any person aggrieved by the refusal of the commissioner-general to grant written approval under this section may, within fourteen days of the receipt of the written notice of such refusal, appeal in writing to the motor traffic appeals tribunal constituted under section 213aa, whose decision thereon shall be final. (6) the commissioner-general may, by notice in writing, require a manufacturer, assembler, fabricator, innovator, adaptor, motor traffic (amendment) act, no. 8 of 2009 24 modifier or person engaged in the business of changing the construction of a motor vehicle, to effect such additions, improvements, or modifications as he may specify in such notice, to an existing facility for manufacturing, assembling, fabricating, innovating, adapting, modifying or changing the construction of a motor vehicle. (7) the commissioner-general shall cancel a written approval granted under subsection (2) where he is satisfied that the manufacturer, assembler, fabricator, innovator, adaptor, modifier or person engaged in the business of changing the construction of a motor vehicle (a) has failed to comply with the requirements of a notice sent to him under subsection (6) ; or (b) (i) has carried on the business of manufacturing, assembling, fabricating, innovating, adapting, modifying or changing the construction of a motor vehicle in an improper or unsatisfactory manner ; (ii) has failed to comply with any of the terms and conditions subject to which such written approval was granted ; or (iii) has been convicted of an offence under this part or has contravened the provisions of any regulation made thereunder. (8) the commissioner - general shall before cancelling any written approval under 25 motor traffic (amendment) act, no. 8 of 2009 subsection (7), give notice in writing of his intention to do so, specifying a date, not less than fourteen days from the date of the notice, upon which such cancellation shall be made and calling upon such manufacturer, fabricator, assembler, innovator, adaptor, modifier or person changing the construction of a motor vehicle to show cause to the commissioner- general as to why such written approval should not be cancelled. (9) where the commissioner-general has cancelled any written approval granted to a person under the provisions of subsection (7), he shall forthwith inform such person of such cancellation by notice in writing. (10) any person aggrieved by the decision of the commissioner general under subsection (7) may, within fourteen days of the receipt of the notice referred to in subsection (9), appeal in writing against such cancellation to the motor traffic appeals tribunal established under section 213aa, whose decision thereon shall be final. (11) an order of cancellation shall not take effect until the expiration of a period of fourteen days from the date of receipt of the notice of cancellation under subsection (9). (12) if within that period, the person aggrieved by such cancellation appeals to the motor traffic appeals tribunal established under section 213aa the order shall not take effect until such tribunal confirms such order of cancellation or the appeal is dismissed. motor traffic (amendment) act, no. 8 of 2009 26 (13) where an order of cancellation becomes effective under subsections (7) or (11), the manufacturer, assembler, fabricator, innovator, adaptor, modifier or person changing the construction of a motor vehicle shall as from the date when such order becomes effective, cease to carry on the business of manufacturing, assembling, fabricating, innovating, adapting, modifying or changing the construction of a motor vehicle as the case may be. (14) where written approval has been granted to a manufacturer, assembler, fabricator, innovator, adaptor, modifier, or person changing the construction of a motor vehicle, for the carrying on of business in such capacity, and an order of cancellation has been made in respect of any such category of persons, such person shall, within seven days of the making of such order of cancellation, surrender to the commissioner - general  (a) the letter of written approval issued to such person; and (b) the certificate of registration issued to him as a manufacturer, assembler, fabricator, innovator, adapter, modifier or construction changer, as the case may be, (15) a manufacturer, assembler, fabricator, innovator, adapter, modifier, or person engaged in the business of changing the construction of a motor vehicle, the written approval for whose business has been cancelled under this section, may on satisfying the commissioner - general that he has, since such cancellation (a) complied with the requirements of a notice sent to him under subsection (6); 27 motor traffic (amendment) act, no. 8 of 2009 (b) complied with the terms and conditions subject to which such written approval was previously granted ; and (c) is carrying on such business in a proper and satisfactory manner, re-apply to the commissioner-general- (i) for the grant of written approval for his business ; and (ii) for the issue of a certificate of registration as a manufacturer, assembler, fabricator, innovator, adapter, modifier or construction changer as the case may be. (16) any person aggrieved by the refusal of the commissioner-general to re-issue written approval or issue or renew the certificate of registration issued to such person as a manufacturer, assembler, fabricator, innovator, adapter, modifier or construction changer as the case may be, may within fourteen days of the receipt of the written notice of refusal, appeal in writing to the secretary of the ministry of the minister, whose decision thereon shall be final. (17) a person who contravenes the provisions of subsections (1), (13) or (14) shall be guilty of an offence and shall on conviction be liable to a fine not less than fifty thousand rupees and not exceeding one hundred thousand rupees and to the confiscation of such motor vehicle. motor traffic (amendment) act, no. 8 of 2009 28 (18) the minister may make regulations in respect of the procedure for the issue of a certificate of registration as a manufacturer, assembler, fabricator, innovator, adapter, modifier or construction changer as the case my be, including the conditions to be attached to such certificate and the conduct of such certificate holders. 19b. (1) no person shall assemble a motor vehicle except  (a) with branded new parts ; and (b) with the prior written permission of the manufacturer of such parts. (2) any person who assembles a motor vehicle otherwise than in accordance with the provisions of subsection (1), shall be guilty of an offence and shall on conviction be liable to a fine not less than fifty thousand rupees and not exceeding one hundred thousand rupees. 19c. (1) no person shall import a motor vehicle into sri lanka (a) which is not in conformity with the prototype approved by the commissioner-general; and (b) except under the authority of a permit issued in that behalf by the commissioner-general. (2) a person who contravenes the provisions of subsection (1) shall be guilty of an offence and shall on conviction be liable to a fine not less than three hundred thousand rupees and not exceeding five hundred thousand rupees.. prohibition on assembly of motor vehicles except withbranded newparts. prohibition on importation of certain vehicles. 29 motor traffic (amendment) act, no. 8 of 2009",14.0
17.,"the following new section is hereby inserted immediately after section 24 of the principal enactment and shall have effect as section 24a of that enactment : 24a. a person who  (a) contravenes the provisions of sections 21, 22, 23 and 24 of this act ; or (b) (i) fraudulently uses or allows any other person to use any identification plate, or (ii) imitates, alters, mutilates, defaces or destroys any identification plate, shall be guilty of an offence and shall on conviction be liable to a fine not less than fifteen thousand rupees and not exceeding twenty five thousand rupees and on a second or subsequent conviction to a fine not less than thirty thousand rupees and not exceeding fifty thousand rupees or to imprisonment for a term not exceeding three months or to both such fine and imprisonment..",15000.0
18.,section 29 of the principal enactment is hereby repealed and the following section substituted therefor :,29.0
29. (1) (a) no revenue license for a motor,"lorry, light motor lorry, heavy motor lorry, motor coach, light motor coach, heavy motor coach, motor hearse or motor ambulance shall be issued by any licensing authority unless a certificate of fitness and an emission certificate issued in respect thereof under section 196, is produced. insertion of new section 24a in the principal enactment. replacement of section 29 of the principal enactment. revenue licences for motor vehicles. penalty for contravention of sections 21, 22, 23 and 24. motor traffic (amendment) act, no. 8 of 2009 30 (b) no revenue license for a motor cycle, light motor cycle, motor car, dual purpose vehicle, motor tricycle, motor tricycle van, land vehicle, hand tractor or special purpose vehicle shall be issued by any licensing authority unless an emission certificate issued in respect thereof under section 196, is produced. (2) the minister may make regulations (a) providing for the amalgamation of the certificate of fitness and emission certificate if so required; (b) identifying new classes of vehicles in respect of which either the certificate of fitness or the emission certificate may be required..",196.0
19.,section 44 of the principal enactment is hereby repealed and the following section substituted therefor :,44.0
"44. (1) the commissioner-general, may if","he is satisfied upon application made in the prescribed form and accompanied by the prescribed fee and documents relating to the importation of a motor vehicle, that such motor vehicle has been imported into sri lanka (a) for participation in a motor sports meet approved by the minister in charge of the subjects of sports; or (b) for the purpose of being used by the owner of that vehicle during a visit to sri lanka , notwithstanding that no person has been registered as the owner of that vehicle, issue to replacement of section 44 of the principal enactment. visitors temporary licence . 31 motor traffic (amendment) act, no. 8 of 2009 the owner a visitors temporary licence in the prescribed form, authorizing the possession and use of the motor vehicle for a period not exceeding twelve months from the date of importation. (2) the powers conferred on the commissioner general by subsection (1) may in the case of motor vehicles imported through any port in sri lanka, be exercised by the government agent or divisional secretary of the administrative district within which the port is situated or by the superintendent of customs of that port. (3) every application made to, and a copy of every visitors temporary licence issued by, any officer under subsection (2) shall be forwarded to the commissioner-general within fourteen days from the date of issue. (4) every visitors temporary licence shall specify the make, model, chassis number, engine number and colour of the motor vehicle and the details of distinctive plates issued under subsection (5). (5) the commissioner-general shall issue to such owner two plates bearing a distinctive number or numbers assigned for the purposes of this section. (6) such plates shall be displayed as prescribed and shall be returned to the commissioner-general on the expiry of the licence. (7) the owner of the visitors temporary licence shall de-register the temporary registration of such vehicle prior to its exportation.. motor traffic (amendment) act, no. 8 of 2009 32",44.0
20.,"section 102 of the principal enactment is hereby amended in subsection (5) of that section by the substitution of that words eighteen years, of the words seventeen years.",102.0
21.,section 106 of the principal enactment is hereby repealed and the following section substituted therefor:,106.0
106. (1) no sum shall be payable by an,"insurer under the provisions of section 105 in respect of any decree (a) unless before or within seven days of the commencement of the action the plaintiff in the action in which such decree was entered has given notice of such action to such insurer; or (b) so long as execution of such decree is stayed pending appeal. (2) every notice given under subsection (1) shall (a) specify the name of the court in which such action is instituted; (b) specify the number assigned to the action; (c) specify the names of, the parties to the action; (d) specify the number of the insurance policy in respect of which the action is instituted; (e) specify the nature of the action ; and amendment of section 102 of the principal enactment. amendment of section 106 of the principal enactment. liability of insurer in respect of any decree. 33 motor traffic (amendment) act, no. 8 of 2009 (f) require the insurer to answer the plaint before a date to be specified in such notice. (3) every notice shall be accompanied by a copy of the plaint filed in the action. (4) an insurer to whom such notice is given shall be made a party to such action and shall be entitled to defend such action..",105.0
22.,"the following new section is hereby inserted immediately after section 112 of the principal enactment and shall have effect as section 112a of that enactment: 112a. (1) where a person in whose favour the certificate of insurance has been issued in accordance with the provisions of this chapter transfers to another person the ownership of the motor vehicle in respect of which such insurance was taken together with the policy of insurance relating thereto, the certificate of insurance and the policy described in the certificate shall be deemed to have been transferred in favour of the person to whom the motor vehicle is transferred with effect from the date of its transfer. explanation  for the removal of doubts, it is hereby declared that such deemed transfer shall include the transfer of rights and liabilities of the said certificate of insurance and policy of insurance. (2) the transferee shall apply within forty- four days from the date of transfer in the prescribed form to the insurer for making insertion of new section 112a of the principal enactment. transfer of certificate of insurance. motor traffic (amendment) act, no. 8 of 2009 34 necessary changes in regard to the fact of transfer in the certificate of insurance and the insurer shall make the necessary changes in the certificate and the policy of insurance in regard to the transfer of insurance..",112.0
23.,section 122 of the principal enactment is hereby repealed and the following section substituted therefor :,122.0
"122. (1) for the purposes of this act, motor","vehicles shall be divided into the classes specified in columns 1, 2 and 5 of the schedule to this section and a licence for the classes specified in columns 1, 2 and 5 shall be deemed to authorize the holder thereof to drive a motor vehicle of a class specified in columns 1, 2, 3 and 5 as defined in i.s.o. standard no. i.s.o.  tec fdis-18013-1-2005(e) hereof. (2) notwithstanding the provisions of subsection (1), the minister may in exceptional circumstances make regulations to the effect that a driving licence other than a licence specified in subsection (1) shall be deemed to authorize the holder thereof to drive a motor vehicle of a class specified in such regulations. replacement of section 122 of the principal enactment. classification of driving licences for motor vehicles. 35 motor traffic (amendment) act, no. 8 of 2009 column column column column column 1 2 3 4 5 description new validity pictograph present classess other class classes schedule 1 (i) motor cycles motorcycles of which engine capacity exceeds 100cc (ii) light motor cycles motorcycle of which engine capacity does not exceed 100cc 2 dual purpose motor vehicle of which gross vehicle weight does not exceed 3500 kilograms and the seating capacity does not exceed 9 seats inclusive of the drivers seat, which may be combined with a trailer of which maximum authorized tare does not exceed 750 kilograms; motor vehicles in this class include an invalid carriage. and all cars where the seating capacity does not exceed 9 seats inclusive of the drivers seat. 3 motor tricycle  motor tricycle van. motor tricycle or van of which the tare does not exceed a a1, g1 d a1 g1 d b g1 c, c1 b1 g1 e,f motor traffic (amendment) act, no. 8 of 2009 36 500 kg and gross vehicle weight does not exceed 1000 kilograms; motor vehicle in this class include an invalid carriage. 4 (i) motor lorry  motor lorry of which gross vehicle weight is more than 17000 kilograms; may be combined with a trailer having a maximum authorized tare which does not exceed 750 kilograms (ii) light motor lorry- motor lorry of which gross vehicle weight exceeds 3500 and does not exceeds 17000 kilograms; motor vehicles in this class may be combined with a trailer having a maximum authorized tare which does not exceed 750 kilograms; motor vehicles of this class include a motor ambulance and motor hearse. c c1, g1 b b, b1, j, g c 1 g, g1, b b, b1 column column column column column 1 2 3 4 5 description new validity pictograph present classess other class classes 37 motor traffic (amendment) act, no. 8 of 2009 5 heavy motor lorry combination of motor lorry and trailer (s) including articulated vehicles and its trailer (s) of which maximum authorized tare of the trailer exceeds 750 kilograms and gross vehicle weight exceeds 3500 kilograms 6 (i) motor coach-motor coach where the seating capacity does not exceed 33 seats inclusive of the drivers seat; motor vehicles in this class may be combined with a trailer having a maximum authorized tare which does not exceed 750 kilograms. (ii) light motor coach- motor vehicles used for the carriage of persons and having a seating capacity of not less than 9 seats and not more than 33 seats inclusive of the drivers seat; motor vehicles in this class may be combined with a trailer having a ce c, c1, b b,b1, g, g1, j d d1, c, a c1, b, b1, g, g1, j d1 c1, b, a1 b1, g, g1 column column column column column 1 2 3 4 5 description new validity pictograph present classess other class classes motor traffic (amendment) act, no. 8 of 2009 38 maximum authorized tare which does not exceed 750 kilograms. 7 heavy motor coach- combination of motor coach having a seating capacity of 33 seats inclusive of the drivers seat and its trailer having a maximum authorized tare exceeding 750 kilograms or a combination of two motor coaches 8 land vehicle- agricultural land vehicle with or without a trailer 9 hand tractors-two wheel tractor with a trailer 10 special purpose vehicle,vehicle used for construction, loading c,. excluding motor lorries, light motor lorries and heavy motor lorries, equipped with construction equipment and equipment for loading and unloading goods column column column column column 1 2 3 4 5 description new validity pictograph present classess other class classes de d, d1, ce, c, c1, b, a b1, g, g1, j g g1 g,g1 g1 j g1 b g 39 motor traffic (amendment) act, no. 8 of 2009",
24.,"the following new section is hereby inserted immediately after section 122 of the principal enactment and shall have effect as section 122a thereof : 122a. (1) for the purposes of this act driving licences or permits as the case may be shall (a) in the case of motor vehicles belonging to the classes specified in items 1(i), 1(ii), 2, 3, and 8 of the schedule to section 122, be of the following classes : (i) learners permit ; and (ii) regular driving licence for light vehicles ; (b) in the case of motor vehicles belonging to the classes specified in items 4(i), 4(ii), 5, 6 (i), 6 (ii), 7, 9 and 10 of the schedule to section 122, be of the following classes : (i) learners permit ; (ii) regular driving licence for heavy vehicles. (2) every person who desires to obtain a driving licence under this act for classes specified in items 4(i), 4(ii), 5, 6(i), 6(ii), 7, 9 and 10 of the schedule to section 122 (heavy vehicles) shall at the time of applying therefor, possess a regular driving licence for motor vehicles of the classes specified in items 2, 3 or 8 of such schedule..",122.0
